**Sloka**,Verse
4-13-19,"This hermitage that has encircling trees for its compound wall has become highly unassailable even for Indra together with all gods and demons. [4-13-20]"
4-13-20,"Birds and other forest moving animals forbear this hermitage and those that unknowingly enter in there they do not return. [4-13-21]"
4-13-21,"From there artistically worded lyrical and instrumental tunes, and even the sounds of ornaments are audible, and oh, Raghava, one can sense a divine fragrance too. [4-13-22]"
4-13-22,"Even the triadic ritual-fires glow there, and their thick and ochry coloured smoke like that of a reddish-brown pigeon is apparent muffling the treetops. [4-13-23]"
4-13-23,"When that smoke is mantling their tops these trees are beaming forth like mountains of gems overlaid with clusters of clouds. [4-13-24]"
4-13-24,"Offer salutations determinedly and adjoining palms addressing the sages called Seven Persons, oh Raghava, along with brother Lakshmana [4-13-25]"
4-13-25,"Those that offer salutations to those sages with contemplated souls will evince no bodily trauma in the least. Thus said Sugreeva to Rama. [4-13-26]"
4-13-26,"Then Rama along with brother Lakshmana adjoined palms, addressed himself to the great-souled sages known as Seven Persons, and offered salutations to them. [4-13-27]"
4-13-27,"That righteous Rama along with brother Lakshmana, Sugreeva and other monkeys having worshipped those sages proceeded to Kishkindha well-pleased at heart. [4-13-28]"
4-13-28,"Having gone a long way from that hermitage of Seven Persons they have seen that unassailable and Vali ruled city namely Kishkindha. [4-13-29]"
4-13-29,"Then Rama&#39;s bother Lakshmana, Rama, and other monkeys wielding their weapons and flaring with their upsurged fiery again came to eliminate that enemy Vali to the city that is ruled by the brawn of the same Vali, the son of Indra. [4-13-30]"
4-14-1,"They all on quickly going to Kishkindha, the city of Vali, hedged themselves in thethickets of forest trees and waited. [4-14-1]"
4-14-2,"That forest lover with tumultuous voice Sugreeva cast his eye everywhere and assumedtremendous fury. [4-14-2]"
4-14-3,"Then Sugreeva encompassed by his followers war-whooped ghastlily, like a great cloudthat emerged accelerated by gusty wind and that is thundering as though to rip the sky, invitingVali for fight. [4-14-3]"
4-14-4,"Then Sugreeva who is like the rising sun and whose stride is like that of a proudlion saw the adroit Rama and then said this sentence. [4-14-4b, 5a]"
4-14-5," She whose arch-way is decorated in gold, who is spread out with snares of monkeys,and who is impregnated with flags and machinery, we arrived at such city of Vali, Kishkindha.[4-14-5b, 6a]"
4-14-6,"Oh Brave one, you make happen the promise you earlier made regarding theelimination of Vali on time, like the time of sprouting that enables a creeper-plant to bear asprout on time. [4-14-6b, 7a]"
4-14-7,"When thus said by Sugreeva that enemy-destroyer and righteous Raghava said this wordSugreeva. [4-14-7b, 8a]"
4-14-8,"By which creeper-garland that Lakshmana plucked out and garlanded you, by thiscreeper-garland of gaja-flowers alone your identification is marked. [4-14-8b, 9a]"
4-14-9,"Oh brave-one, you are shining forth with this creeper-garland laced at your necklike the night time sun with a garland of stars. [4-14-9b, 10a]"
4-14-10,"Oh Vanara, today itself I will set you free from the fear and enmity whipped up byVali by releasing a single arrow in fight. [4-14-10b, 11a]"
4-14-11,"You show me your enemy in a brother's mien, oh, monkey, by then he will be rollingin the dust of this forest eliminated by me. [4-14-11b, 12a]"
4-14-12,"If he returns to live even after my espying him then immediately you can find faultwith me, you can even deride me. [4-14-12b, 13a]"
4-14-13,"Seven saala trees are rived with a single of arrow of mine in your presence,thereby be sure that Vali will be dispatched now, by my might. [4-14-13b, 14a]"
4-14-14,"Just bound by the anxiousness to implement righteousness untruth is unsaid by meearlier though I am involved in distresses for a long time, and hereafter it will not be said inanywise. [4-14-14b, 15a]"
4-14-15,"As Indra fructifies the sprouted paddy field I will make happen my promise, henceleave off your perplexity. [4-14-15b, 16a]"
4-14-16,"Thereby to invite that Vali with golden pendant, oh, Sugreeva, you make such awar-cry by which that monkey Vali comes out. [4-14-16b, 17a]"
4-14-17,"Vali is a willing fighter who shines forth by his victories and one who is givenovation for his triumphs, and undefeated by you as yet, such as he is he may be incited withwar-whoop so that he comes out without any hindrance. [4-14-17b, 18a]"
4-14-18,"One who is assertive of his own valour will not tolerate to hear enemy's daring ina brawl, that too in the presence of ladies. So said Rama to Sugreeva. [4-14-18b, 19a]"
4-14-19,"On hearing the words of Rama he that Sugreeva with golden yellow complexion blared agruesome blare as though to completely rend the sky. [4-14-19b, 20a]"
4-14-20,"By that sound of Sugreeva the splendour of cows is marred and they are runninghelter-skelter like the well-born ladies who are mishandled by invaders due to the misrule of theirown king. [4-14-20b, 21a]"
4-14-21,"And deer are hurriedly fleeing like war worsted horses, and the sky-flying birds arefalling to ground like planets or stars when their merit diminishes. [4-14-21b, c]"
4-14-22,"Sugreeva, the son of Sun, who is well-known for cloud like thundering, and whosevigour is now reinforced by his bravery, then promptly released an oceanic roar like an ocean withsplashing waves drifted by gales. [4-14-22]"
4-15-1,"Then the illiberal Vali has clearly heard that outcry of his plain-spoken brotherSugreeva from his palace chambers. [4-15-1]"
4-15-2,"On hearing Sugreeva's outcry that is shuddering all beings Vali's insolence isdiminished as high furore superimposed on it. [4-15-2]"
4-15-3,"Then, embitterment overspreading on all his limbs Vali with golden-hue isimmediately rendered non-luminous like the eclipsed sun. [4-15-3]"
4-15-4,"With asymmetrical teeth and with burning fireball like eyes Vali is reflective of alake whose red-lotuses are uprooted leaving stalks afloat. [4-15-4]"
4-15-5,"That monkey Vali then on hearing that intolerable noise bolted out of palacechambers thumping his feet as though to shatter the earth. [4-15-5]"
4-15-6,"His wife Tara stepped in and showing goodwill and amity hugged him, for she is infear and bewilderment, and said this word that is beneficial in its futurity if Vali heeds it.[4-15-6]"
4-15-7,"Oh brave one, you better gently leave off this anger that is coming on like agushing river as is done with an enjoyed chaplet on getting up from bed in early hours.[4-15-7]"
4-15-8,"Oh, monkey, you can fight with him in early hours of tomorrow, oh, brave one,evidently you neither have divers enemies nor your valour is trivialised."
4-15-9,"You can fight with him at appropriate time, thereby your enemy is neither glorifiednor you are trivialised evidently, for you are a braving one. [4-15-8]"
4-15-10,"Your quick exiting is disagreeable for me, and what for you are dissuaded that maybe listened as I tell. [4-15-9]"
4-15-11,"Earlier Sugreeva came assaulting and inviting you for a combat, and you also havegone out and rendered him as a nonentity, and being battered by you he fled in all directions.[4-15-10]"
4-15-12,"He who is undone earlier by you, particularly after torturing by you, his cominghere again and inviting you for a duel is causing a doubt in me. [4-15-11]"
4-15-13,"The arrogance and endeavour of the shouter, and even the rampage of his furore, allthese will not have a trivial reason, isn't it. [4-15-12]"
4-15-14,"I do not think that Sugreeva has come here unaccompanied, and on whom he isdependant must be an unflinching support foregathered by Sugreeva. [4-15-13]"
4-15-15,"By his nature Sugreeva is an expert and even so a clever one, and he does not enterinto friendship with anyone without examining his mettle. [4-15-14]"
4-15-16,"I am already briefed by our son Angada's information, and what I have heard I willnow relate that helpful word to you. [4-15-15]"
4-15-17,"Son Angada said this account when he returned from forests, and to him spies aresaid to have reported this. [4-15-16]"
4-15-18,"Those that are born in Ikshvaku dynasty, sons of the king of Ayodhya, valiant andunconquerable ones in war, called Rama and Lakshmana are there in this country. These twounassailable ones have chanced there at Sugreeva's place to fulfil the longing desire of Sugreeva.[4-15-17, 18a]"
4-15-19,"He is an acclaimed one for his warfare, and like the fire flaring up at the end ofera he shatters the strength of enemies, and he is Rama your brother's helpmate, they say so.[4-15-18b, 19a]"
4-15-20,"And he is said to the habitable tree for the polite, the ultimate course for thewoebegone, a hospice for the agonised, and for grace Rama is the only abode. [4-15-19b, 20a]"
4-15-21,"He is endowed with the knowledge of mundane and ultra-mundane things, he alwaysabides in the directives of his father, and as with Mt. Himalayas for all natural elements he isthe greatest mine of merits. [4-15-20b, 21a]"
4-15-22,"By that reason, with that unconquerable on in conflicts, an imponderable one and agreat-soul Rama, your enmity is inapposite. [4-15-21b, 22a]"
4-15-23,"Oh dauntless one, I tell you this much that you shall not become overcritical ofhim, and what I say is beneficial to you that may now be listened and even implemented. [4-15-22b,23a]"
4-15-24,"Oh, king, let Sugreeva be decorously and quickly anointed as prince regent, and oh,resolute one, let there be no hostility to your own younger brother. [4-15-23b, 24a]"
4-15-25,"Achieving unanimity with Sugreeva and solidarity with Rama by discarding enmity, ineffect is appropriate for you, thus I deem. [4-15-24b, 25a]"
4-15-26,"This Sugreeva is your younger brother and you should be keen about him, isn't it...and whether he is here or there in Rishyamuka he is just your brother. [4-15-25b, 26a]"
4-15-27,"Indeed, I do not see anyone on earth a coequal to him in kindred spirit, henceleave off this enmity and honour him with bestowals and felicitations as an insider, and retain himat your side. [4-15-26b, 27]"
4-15-28,"That boisterously voiced Sugreeva is indisputably an excellent kinsman of yours,and hence brace yourself with the fondness of brotherhood, as there is no other way out to you.[4-15-28]"
4-15-29,"If you look upon to do my favoured deed, and if you look upon me as an expedientone, I beg of you in our loving attachment that my gentle word of advise be done. [4-15-29]"
4-15-30,"Be graceful and it behove you to listen to my small but expedient talk, andfollowing up rancour alone is unbecoming of you, thereby your confrontation with the Prince ofKosala will be unpardonable for his dynamism equals that of Indra. Thus Tara spoke to her husbandVali. [4-15-30]"
4-15-31,"Then, though Tara spoke beneficial and advisable words they are unimpressive to Valifor he is impounded by fatality and driven by time to his doom. [4-15-31]"
4-16-1,"While Tara with a face that shines like the lord of stars is speaking thus, Vali dauntingly spoke to her with these words. [4-16-1]"
4-16-2,"He is an younger brother and an adversary in particular, oh, pretty-faced Tara, can I by any reason tolerate him when he kept raving on frenetically, tell me. [4-16-2]"
4-16-3,"To those valiant ones who neither give ground nor get assailed in wars, oh, shyly, endurance of a overweening war-whoop is more than death. [4-16-3]"
4-16-4,"I am incapable of withstanding that dumbly Sugreeva&#39;s bawling commotion desiring a brawling duel. [4-16-4]"
4-16-5,"Also, you need not bother about Raghava&#39;s doing some harm to me, as I wonder how a diligent man and knower of virtue can commit sin. [4-16-5]"
4-16-6,"How do you follow me again, you return with all these females, truly you have expressed your friendliness owing to your devotion to me. [4-16-6]"
4-16-7,"You may do away with your perplexity as I will retaliate Sugreeva on my going there only to drive him and his arrogance out, but without letting his lives loose. [4-16-7]"
4-16-8,"As he is firmed up for a combat, I will indeed have to effectuate what his desire is, by caning with trees and fistfights, by which roughed up he returns. [4-16-8]"
4-16-9,"My nerve and pace of combat will be insufferable to that malign minded Sugreeva, oh, Tara, you have offered your helping suggestion and you have shown all your friendliness to me, it is enough. [4-16-9]"
4-16-10,"I adjured you on my lives, return with your followers, and I shall return to you on easily defeating and returning that &#39;brother of mine. Said Vali to Tara. [4-16-10]"
4-16-11,"She that pleasant articulator and talented Tara then hugged and circumabulated Vali, suppressing her moaning, as an honour to the braver. [4-16-11]"
4-16-12,"Then she who is a hymnodist that Tara has performed a hymnal bon voyage wishing triumph to Vali, and entered palace chambers along with other females, disoriented by her own sadness. [4-16-12]"
4-16-13,"On Tara entering her own palace chambers along with other females, Vali emerged out of the city hissing like an infuriated great snake. [4-16-13]"
4-16-14,"He that highly rancorous Vali suspired with high audacity and spread his sight everywhere intending to sight his enemy. [4-16-14]"
4-16-15,"Then that celebrated Vali saw Sugreeva who is in golden-ochre hue, whose girdle cloth is tightened for a fight, and who is with an air of self-confidence, blazing like fiery-fire. [4-16-15]"
4-16-16,"That strong armed Vali who is highly provoked has also tightened his girdle cloth on seeing proximately available Sugreeva. [4-16-16]"
4-16-17,"He that formidable Vali strongly tightening his girdle-cloth too, and proceeded towards Sugreeva in a well timed manner uplifting fists to fight him off. [4-16-17]"
4-16-18,"Even Sugreeva has come at that imprudent Vali with golden pendant, on tightening his fists, lifting them up at the ready, and aiming them well at Vali. [4-16-18]"
4-16-19,"Vali spoke this word to that Sugreeva who is swooping down on him, whose eyes are reddened in fury, and who is an expert and expeditious in fighting. [4-16-19]"
4-16-20,"Properly clenching fingers this great fist of mine is firmly clenched, and it will unclench only on taking your lives when I pitch this on you at full speed. So said Vali threateningly to Sugreeva. [4-16-20]"
4-16-21,"Thus said, Sugreeva with high dudgeon said, this fist of mine shall fall on your forehead plundering your lives. [4-16-21]"
4-16-22,"Coming near instantaneously Vali hit him, whereby Sugreeva is enraged and became like a mountain streaming blood in its torrents. [4-16-22]"
4-16-23,"But Sugreeva unhesitatingly uprooted a saala tree with his force and thrashed the limbs of Vali as with the thunderbolt thrashing a great mountain. [4-16-23]"
4-16-24,"But Vali when thwacked with saala tree had staggered and looked like a tossing ship in an ocean filled with heavy weight of merchandise and brimming with merchants, but on the brink of wrecking. [4-16-24]"
4-16-25,"Those two, Vali and Sugreeva, with their sensational energy, triumphing zeal, frightful physiques, swiftness as good as the Divine Eagle Garuda, vigilance in exploring perilous body parts of one another, ravagement of their own enemies fought frighteningly, like the sun and moon in the sky, which is inconceivable. [4-16-25, 26a]"
4-16-26,"But Vali being the possessor of might and vigour progressed and though greatly mighty is son of sun, Sugreeva, regressed. [4-16-26b, 27a]"
4-16-27,"Sugreeva became retardant in aggression when Vali routed his pride and then he exasperatedly started searching for Raghava to counteract Vali. [4-16-27]"
4-16-28,"Among those two there happened a deadly fight time and again using trees with branches, peaks of mountains, their own nails that are similar to the razor-sharp edges of thunderbolts, and with fists, knees, feet, and arms, like the fight that once chanced between demon Vritra and Indra. [4-16-28b, 29]"
4-16-29,"Those forest moving vanara-s that are soaked in blood have gone on clashing, threatening each other, like two clouds clashing uproariously. [4-16-30]"
4-16-30,"Raghava has then seen the lord of monkeys Sugreeva who is repeatedly eyeing all sides for help and who is even deteriorating in his enterprise. [4-16-31]"
4-16-31,"On seeing the lord of monkeys Sugreeva in a forlornness, then the refulgent and fearless Rama scanned for an arrow aiming to eliminate Vali. [4-16-32]"
4-16-32,"Then on tautening a venomous serpent like arrow in the bow, Rama started to draw out bowstring, whereby that bow attained a similitude with the Time-disc of the Terminator. [4-16-33]"
4-16-33,"At the blast of bowstring the lordly birds and animals are panicked, like those that will be startled by the approach of ear ending, and they all fled. [4-16-34]"
4-16-34,"The arrow released by Raghava that has the boom of thunderbolt&#39;s thunderclap and the flashes of a lightning fell on the chest of Vali. [4-16-35]"
4-16-35,"Hit by the fleetness of that arrow then that highly magnificent and intrepid lord of monkeys Vali fell onto the plane of earth. [4-16-36]"
4-16-36,"Like the flag that will be raised in honour of Indra during the month of ashvin on a full-moon day, but thrown onto earth along with its flagstaff after the festival, Vali with depleted energy and dissipated vitality slowly fell onto ground, and with tears blocking throat he moaned piteously. [4-16-37]"
4-16-37,"That best one among men Rama released a blazing and enemy subjugating arrow which in simile is like an Epoch-ender at the end of era, and that best arrow decorated in gold and silver looked like the glance from the Third-Eye of Rudra, emitting fire with smoke. [4-16-38]"
4-16-38,"That Indra&#39;s son Vali, dampened with blood and sweat, then looked like just felled Ashoka tree which has stemmed up and so far standing high on a mountain with fully bloomed clusters of its blood-red flowers, and when his anima is undone he even looked like the flagstaff on which a flag is raised in honour of Indra, but which is altogether dislodged and abandoned on the ground. [4-16-39]"
4-17-1,"When Rama&#39;s arrow hit him then Vali, the scourger in war, suddenly fell down like a hewed down tree. [4-17-1]"
4-17-2,"He who glittered with pure golden ornaments, that Vali fell down on earth while all of his limbs sank to dust, like the flag of Indra when released from its ropes. [4-17-2]"
4-17-3,"On the fall of that lord of hosts of monkeys and bears onto earth, unilluminated is the earth like the welkin that has forsooth lost its moon. [4-17-3]"
4-17-4,"Though that great souled Vali fell onto earth, neither his brilliance, nor lives, nor resplendence, nor his bravery are unfettering from his body. [4-17-4]"
4-17-5,"That superb and gem-studded golden pendent given by Indra sustained that monkey chief&#39;s lives, resplendence and brilliance. [4-17-5]"
4-17-6,"By still wearing that golden chest-pendant around his neck, that brave general of monkeys Vali appeared like a black-cloud smeared with the colour of golden sunset all around its edges. [4-17-6]"
4-17-7,"Even though Vali has fallen on ground his splendour is as though refulgent devising itself into three aspects, namely by his body, chest-pendant, and the arrow of Rama, which arrow is given to strike the crucial body parts alone, and which is still stuck in Vali&#39;s chest. [4-17-7]"
4-17-8,"That arrow which effectuates the pathway to heaven, now discharged from the bow of Rama has brought forth that redemption to brave Vali . [4-17-8]"
4-17-9,"Then on seeing him who has fallen in war, the one with golden pendant, enormously chested, mightily armed, face golden, eye greenish, but who is like a fire extinct of its flame; who is like Indra in unassailability and like Upendra in indomitability; and who like Yayaati who has fallen from heaven, as well like the sun who falls onto earth from solar orbit when Time-ender flings him at the end of era; such as he is, on seeing that son of Indra, who forsooth has fallen, Rama neared him followed by Lakshmana. [4-17-9, 10, 11, 12a]"
4-17-10,"On seeing the brave Vali fallen like that, who by now is like fire with extinguished tongues of flames, and who is seeing droopily, those two valiant brothers, Rama and Lakshmana, neared him with due honour. [4-17-12b, 13]"
4-17-11,"On seeing Rama and the great mighty Lakshmana as well, he who fell to ground flatly hurt by arrow, and whose energy and lives are trifling and vigour trivialised thereby, that Vali spoke these sarcastic words in his proper pride to Rama, who is taking pride in this conflict as a victor, which words at the same time have meaning, politeness, and self-righteousness. [4-17-14, 15]"
4-17-12,"You are a renowned prince with pleasing looks.. but, which kind of death I am getting now, that too when I was in the commotion of conflict with another, alas, that ignoble death is owing to you, and what merit is achieved by you in this undertaking of yours to kill someone who is facing away from you... [4-17-16]"
4-17-13,"Rama is high-born, they say, gifted with mightiness, resplendent, pursuer of vows, mindful of mercy, delighter in people&#39;s welfare, sympathetic, greatly enthusiastic and assertively committed in doing good deeds, knower of time-and-action, all these living-beings on earth are thus relating your renown, aren&#39;t they. [4-17-17, 18]"
4-17-14,"To be able to control senses and will, forgiveness, conscientiousness, resoluteness, truthfulness, and adventurousness, oh, king, are the aptitudes of a king, and even punishing the wrongdoers, too. [4-17-19]"
4-17-15,"Concluding that those kingly characteristics will be obtainable in you, and even judging by the noble dynasty of yours, I have confronted Sugreeva though Tara dissuaded me. [4-17-20]"
4-17-16,"When you have not appeared before me when I confronted Sugreeva my concept was, &#39;it will be inapt of Rama to hurt me while I am combating with another combatant, besides, when I will be unvigilant in that fight...&#39; [4-17-21]"
4-17-17,"Not known that your soul is put to death, not known that you are the unrighteous flag bearer of righteousness, to me not known that you are insidious like straw covered well. [4-17-22]"
4-17-18,"I have no knowledge that you are a sinner, one in the garb of a benign soul, and explicitly mantled under the garb of probity like ash covered fire. [4-17-23]"
4-17-19,"I am non-guilty as I have not committed any misdeed either in your country or in your city, nor I have taunted you; I am a vanara subsisting on fruits and tubers and always moving in forests alone; such as I am, what made you to torture me when I was not combating with you en face, furthermore, when I was involved with another? [4-17-24, 25]"
4-17-20,"You are renowned to be a prince with charming looks, oh, king, and indications agreeable to rectitude are also appearing on your body. [4-17-26]"
4-17-21,"Will anybody born in Kshatriya&#39;s family, a learned one in Veda-s, thereby who is rid of ambiguities with respect to right and wrong, and who is cloaked in an air of probity, execute such a ruthless deed like this? [4-17-27]"
4-17-22,"Though born in Raghava&#39;s dynasty and renowned as a moralist you are actually amoral, and for what purpose you run around with this moral aspect? [4-17-28]"
4-17-23,"Influencing, largesse, forbearance, probity, candour, and conquering are the attributes of the kings, oh, king, and even punishing the wrongdoers. [4-17-29]"
4-17-24,"We as animals live in forests while you are city dwellers, we live by eating fruits and tubers while you enjoy feasts and banquets, our nature is such to kill and get killed, thus you and me have no correlation. And you, even if you are a man and a prince for humans, you resorted to this animalistic way of killing me lying in the wait, thus your action is worse than that of an animal, if not subhuman or un-princely. [4-17-30]"
4-17-25,"Territory, gold, and silver will be the causes while counteracting somebody, in that case, by what you are decoyed into these forests of mine or in the fruits of mine. [4-17-31]"
4-17-26,"In the pairs of propriety and compliance, punishment and pardoning, no admixture is exercised in kingcraft, for the kings do not conduct themselves volitionally. [4-17-32]"
4-17-27,"But, to you your self-interests are primary, and you are a wrathful, capricious, contriver of kingcraft, and an impetuous shooting-happy archer. [4-17-33]"
4-17-28,"Oh, king, you have no devotion to probity, nor your mind is firm about material gains, but as a free-willed one you are distracted by senses. [4-17-34]"
4-17-29,"How you are answerable to gentlemen, Rama, when you have done this detestable deed of killing an unoffending one like me with your arrow? [4-17-35]"
4-17-30,"A regicide, a Brahman-cide, a cow-slayer, a thief, an inveterate killer, an atheist, and an younger brother who marries before his elder, all of them will go to hell. [4-17-36]"
4-17-31,"A slander-monger, skinflint, friend-killer and one who makes love with his teacher&#39;s wife, they all go to the worlds of evil-souls, no doubt about it. [4-17-37]"
4-17-32,"My skin is unwearable, holy people forbid my hair and bones, and uneatable is my meat for your kind of reputable people. [4-17-38]"
4-17-33,"Raghava, five kinds of five-nailed animals, viz., a kind of wild rodent, a kind of wild-boar, a kind of lizard, a hare and fifthly the turtle are edible for Brahmans and Kshatriya-s. [4-17-39]"
4-17-34,"Sensible people will not touch my skin and bones, oh, king, nor meats from my body are to be eaten, such as I am, a five-nailed animal, I am killed. [4-17-40]"
4-17-35,"Though Tara appraised me with truthful and favourable words, I just disregarded her advise owing to my own delusion, and gone into the control of Time. [4-17-41]"
4-17-36,"With you as her espouser the Earth is not with a correct spouse, as with any lady who is with full-fledged chastity, but with a husband who is without rectitude. [4-17-42]"
4-17-37,"How are you borne to that great-souled Dasharatha when you are artful, felonious, knavish, disposed to a false modesty subconsciously, and an evildoer? [4-17-43]"
4-17-38,"I am killed by an elephant called Rama that snapped off its girdle-cord called tradition, that infringed the conventions of righteous people, and that discarded the goad called virtue. [4-17-44]"
4-17-39,"On accomplishing this sort of unpropitious, unjustified killing, which is condemned by the righteous people, what can you say when you meet the godly men? [4-17-45]"
4-17-40,"The valour that which is displayed on the unprejudiced few like us, oh, Rama, I do not see that sort of valour is shown by you in respect of your enemies. [4-17-46]"
4-17-41,"Had you been in combat with me en face oh, prince, you would have been killed by me and by now you would have seen the death-god Yama. [4-17-47]"
4-17-42,"An unassailable one, such as I am, I am killed by you while you remained invisible on the field of fight, as with a sinner bitten by a snake while he is asleep. [4-17-48]"
4-17-43,"For which purpose I am killed, intending to do good to Sugreeva is incidental to it, you should have assigned me for that purpose in the first instance itself, and I would have brought that evil-minded demon Ravana, the abductor of your wife in one day, that too without killing him in any fight, but by fastening him by neck, and I would have presented Maithili to you. [3-17-49, 50]"
4-17-44,"I would have brought Maithili at your order even if she is lodged in oceanic waters or in nether worlds, as with the White Horse of Vedic lore. [4-17-51]"
4-17-45,"The fact of Sugreeva&#39;s getting the kingdom after my going to heaven is proper, but the fact of your killing me in war, unrighteously, is improper. [4-17-52]"
4-17-46,"Admittedly the world is this way, and if possible a relevant reply may gently be thought ofabout your propriety in killing me... So said Vali to Rama. [4-17-53]"
4-17-47,"That great-souled son of a vanara king Vali, whom the arrow impaled and agonised, on keenly seeing Rama whose resplendence equals the brightness of the sun, said that much and remained silent when his mouth has dried up. [4-17-54]"
4-18-1,"Thus, Vali who is hit down by arrow and who is collapsing humbly spoke exacting words that contained probity, meaningfulness, and expedience, to Rama. [4-18-1]"
4-18-2,"Then to him who is rendered like a lusterless sun, fizzling out like a cloud that released its water, and who became like a quenched fire, to such a best monkey and an unexcelled lord of monkeys who has just now imputed Rama with words that are abounding with righteousness and meaningfulness, Rama spoke subsequently. [4-18-3, 4]"
4-18-3,"Uncaring for probity, prosperity, pleasure deriving, and even for the social conventions, now how do you rebuke me childishly in this matter? [4-18-4]"
4-18-4,"Unconsulted are the doyens of your race that are intellectually well off and agreeable to your mentors about rights and wrongs about your deeds, oh, gentle one, how do you wish to debate with me in this matter with your primate&#39;s caprice. [4-18-5]"
4-18-5,"This earth with its mountains, woods, and forests, even along with the authority to condone or condemn the animals, birds, and humans on it belongs to Ikshvaku-s. [4-18-6]"
4-18-6,"He who is virtue-souled, truth-abiding, plain-speaking, and the knower of the import of probity, pleasures, and prosperity, and the one who is concerned in controlling or condoning his subjects, that Bharata is the ruler of earth. [4-18-7]"
4-18-7,"In whom both scrupulousness and benignancy are there, truthfulness is firmed up, and valour as evinced by scriptures is evident, and he who is the knower of time and place is the king, namely Bharata. [4-18-8]"
4-18-8,"Holding his virtuous decree desiring to keep up the continuum of righteousness, we and some other kings are wayfaring this earth in its entirety. [4-18-9]"
4-18-9,"While that Bharata, the kingly-tiger and a patron of virtue, is ruling the earth in its entirety, who is there to conduct himself in an unacceptable way to morality on it? [4-18-10]"
4-18-10,"Abiding in our own pre-eminent righteousness, and even abiding by the order of Bharata we punish him who deviated from the path of morality, according to custom. [4-18-11]"
4-18-11,"As for you, you brought virtue to a state of decadence, rendered yourself reprovable by your own decadent behaviour, for carnality alone has become your primary doctrine, and thus you have not abided by the conduct meetly to a king. [4-18-12]"
4-18-12,"It is to be known by him who treads the way of righteousness that he has three fatherly personages, namely his own father, his elder brother, and the one who accords education to him. [4-18-13]"
4-18-13,"An younger brother, a son, and a disciple with good characteristics, these three are to be deemed as one&#39;s own sons, for such matters take base on rectitude alone. [4-18-14]"
4-18-14,"The probity practised by principled people is very subtle and highly imponderable, and the soul that abides in the hearts of all beings alone can differentiate between just and unjust. [4-18-15]"
4-18-15,"Like a blind by birth counselling with similarly blind, you being a vacillant, on your counselling only with frantic minded vacillant monkeys, what can you really fathom about right and wrong? [4-18-16]"
4-18-16,"I will clarify about the words I have said, but I tell you that it is indeed inapt of you to disdain me just out of your outrage. [4-18-17]"
4-18-17,"Realise this reason by which I have eliminated you... you misbehaved with your brother&#39;s wife, forsaking the perpetual tradition. [4-18-18]"
4-18-18,"While the great-souled Sugreeva is still alive, you with your habit of sinful acts have lustily misbehaved with Sugreeva&#39;s wife Ruma, who should be counted as your daughter-in-law. [4-18-19]"
4-18-19,"Thereby, oh, vanara, this punishment is imposed on you, for your dissolute sinning in abusing your brother&#39;s wife, thereby for your transgression of tradition and virtue. [4-18-20]"
4-18-20,"I foresee no other kind of control other than punishment to him who conducts himself contrary to the society and who is deviant of conventions. [4-18-21]"
4-18-21,"As a Kshatriya emerged from a best dynasty I do not tolerate your wrongdoing, and the punishment to the one who lustfully indulges with his daughter, or with his sister, or with the wife of his younger brother is his elimination, as recalled from scriptures. [4-18-22, 23a]"
4-18-22,"While Bharata is the lord of land and we are his proxies adhering to his orders, and while you too have overstepped the bounds of rightness, then how is it possible to be lenient? [4-18-23b, 24a]"
4-18-23,"While ruling righteously sensible Bharata punishes him who oversteps the momentous virtue, and he is poised to put down lustful ones. [4-18-24b, 25a]"
4-18-24,"As for us, oh, monkey&#39;s lord, we effectuate our brother&#39;s orders and our duty, and we stand for curbing your kind of shatterers of ethics. [4-18-25b, c]"
4-18-25,"My association with Sugreeva is as good as that with Lakshmana, nevertheless it betided with an understanding to regain Sugreeva&#39;s wife and kingdom, and he will give succour to me. [4-18-26]"
4-18-26,"I gave a promise to Sugreeva at the time of befriending him in the presence of vanara-s, and how is it possible for my kind to dishonour a given promise? [4-18-27]"
4-18-27,"Thereby you have to infer that a befitting punishment is given to you, owing to all these great reasons that abound with virtue and with supreme value. [4-18-28]"
4-18-28,"Anywise, you have to regard the punishment given to you is legitimate, and he whom rectitude guides has to render assistance to his friend, in any event. [4-18-29]"
4-18-29,"Had you pursued rightness you too would have done the same deed in imposing such a punishment, and we hear two verses that are given to the advocacy of good conventions, which the experts of rightness have also accepted, and which are said to be coined by Manu, and I too conducted myself only as detailed in those verses of law. [4-18-30]"
4-18-30," &#39;When kings impose proper punishment on the humans who have sinned, they become sinless and enter heaven as with the pious souls with good deeds.&#39; So says one verse of Manu. [4-18-31]"
4-18-31," &#39;Either by punishment or by clemency a thief will be absolved from sin, but the king who does not impose proper punishment will derive the blot of that sin.&#39; So says the other verse of Manu. [4-18-32]"
4-18-32,"When a renouncer has committed sin like that of the one committed by you, my venerable ancestor Maandhaata has given punishment which he desired. [4-18-33]"
4-18-33,"Such sin is acquired even by other kings who are unobservant in imposing proper punishment, and those kings had to make amends for it at appropriate time, by that propitiation they used to mitigate that filth of that sin. [4-18-34]"
4-18-34,"Thereby, enough with your annoyance, oh, tigerly vanara, as your elimination is devised righteously, and we too are not independent. [4-18-35]"
4-18-35,"Oh, brave and best one among monkeys, further listen to another cause, and on listening that important cause you will not be infuriated. [4-18-36]"
